MergedCellType	cell_type	data_source	feature_DHS	feature_ATAC	feature_H3K27ac	default_accessibility_feature	hic_cell_type	RNA_tpm_file	genome	ABCPredictionsForGWAS	nEnhancers	ABCEnhancers	Neighborhoods	Predictions	bedpe
spleen	spleen-ENCODE	ENCODE		/oak/stanford/groups/engreitz/ABC_inputs/spleen-ENCODE/Spleen-ENCFF391IHY.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/spleen-ENCODE/ENCFF053GYS.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/spleen-ENCODE/ENCFF329WJV.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/spleen-ENCODE/ENCFF407QBM.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/spleen-ENCODE/ENCFF986TAX.tagAlign.gz	ATAC	average	/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF678VMV.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF476UMO.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/spleen-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/spleen-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/spleen-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/spleen-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
stomach	stomach-Roadmap	Roadmap	/oak/stanford/groups/engreitz/ABC_inputs/stomach-Roadmap/E094-DNase.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/stomach-Roadmap/	/oak/stanford/groups/engreitz/ABC_inputs/stomach-Roadmap/E094-H3K27ac.tagAlign.gz	DHS	average	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach-Roadmap/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach-Roadmap/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach-Roadmap/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach-Roadmap/Predictions_AvgHiC//EnhancerPredictions.bedpe
stomach fetal	stomach_fetal-Roadmap	Roadmap	/oak/stanford/groups/engreitz/ABC_inputs/stomach_fetal-Roadmap/E092-DNase.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/stomach_fetal-Roadmap/	/oak/stanford/groups/engreitz/ABC_inputs/stomach_fetal-Roadmap/E092-H3K27ac.tagAlign.gz	DHS	average	/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF341ZSN.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF950QHJ.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF795QSP.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF703VQW.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF026JIM.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF492KLT.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF358UAY.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF775YSM.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach_fetal-Roadmap/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach_fetal-Roadmap/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach_fetal-Roadmap/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/stomach_fetal-Roadmap/Predictions_AvgHiC//EnhancerPredictions.bedpe
T-cell	T-cell-ENCODE	ENCODE	/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/ENCFF265AQF.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/ENCFF509MFT.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/ENCFF743JYZ.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/ENCFF927PRH.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/	/oak/stanford/groups/engreitz/ABC_inputs/T-cell-ENCODE/ENCFF470HNQ.tagAlign.gz	DHS	CD3_TCell	/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF038KPM.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/T-cell-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/T-cell-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/T-cell-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/T-cell-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP-1 macrophage	THP-1_macrophage-VanBortle2017	VanBortle2017		/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage1a.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage1b.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage1c.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage1d.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage2.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage2a.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage2b.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/ATAC-seq_macrophage2c.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/H3K27ac_macrophage1.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_macrophage-VanBortle2017/H3K27ac_macrophage2.sorted.unique_alignment.bam	ATAC	THP1_Macrophage	/seq/lincRNA/RAP/External/VanBortle2017-Macrophage/RNASeq/THP1-Macrophage.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_macrophage-VanBortle2017/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_macrophage-VanBortle2017/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_macrophage-VanBortle2017/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_macrophage-VanBortle2017/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP-1 monocyte	THP-1_monocyte-VanBortle2017	VanBortle2017		/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte1a.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte1b.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte1c.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte1d.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte2a.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte2b.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte2c.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/ATAC-seq_monocyte2d.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/H3K27ac_monocyte1.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP-1_monocyte-VanBortle2017/H3K27ac_monocyte2.sorted.unique_alignment.bam	ATAC	THP1_Monocyte	/seq/lincRNA/RAP/External/VanBortle2017-Macrophage/RNASeq/THP1-Monocyte.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_monocyte-VanBortle2017/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_monocyte-VanBortle2017/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_monocyte-VanBortle2017/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP-1_monocyte-VanBortle2017/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP1	THP1-Engreitz	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/THP1-Engreitz/THP1_ctrl_1-Tag-30.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP1-Engreitz/THP1_ctrl_2-Tag-30.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP1-Engreitz/THP-ctrl-2.sorted.unique_alignment.bam	ATAC	THP1_Monocyte	/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S1-THP-1_dCas9-KRAB_ctrl1/symbol.tpm.txt,/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S2-THP-1_dCas9-KRAB_ctrl2/symbol.tpm.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1-Engreitz/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1-Engreitz/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1-Engreitz/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1-Engreitz/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP1 LPS 4hr	THP1_LPS_4hr-Engreitz	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/THP1_LPS_4hr-Engreitz/THP_stim_1-Tag-30.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP1_LPS_4hr-Engreitz/THP_stim_2-Tag-30.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP1_LPS_4hr-Engreitz/THP-stim-2.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP1_LPS_4hr-Engreitz/THP-stim-1.sorted.unique_alignment.bam	ATAC	THP1_Monocyte	/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S3-THP-1_dCas9-KRAB_stim1/symbol.tpm.txt,/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S4-THP-1_dCas9-KRAB_stim2/symbol.tpm.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1_LPS_4hr-Engreitz/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1_LPS_4hr-Engreitz/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1_LPS_4hr-Engreitz/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP1_LPS_4hr-Engreitz/Predictions_AvgHiC//EnhancerPredictions.bedpe
thymus fetal	thymus_fetal-Roadmap	Roadmap	/oak/stanford/groups/engreitz/ABC_inputs/thymus_fetal-Roadmap/E093-DNase.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/thymus_fetal-Roadmap/	/oak/stanford/groups/engreitz/ABC_inputs/thymus_fetal-Roadmap/E093-H3K27ac.tagAlign.gz	DHS	FoeT	/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF795RNN.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF836PKV.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF069DHV.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF599ZLI.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF017EAO.TPM.txt,/seq/lincRNA/RAP/Promoters/170721_ModelDataCuration/RNAseq/ENCFF951GNH.TPM.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thymus_fetal-Roadmap/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thymus_fetal-Roadmap/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thymus_fetal-Roadmap/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thymus_fetal-Roadmap/Predictions_AvgHiC//EnhancerPredictions.bedpe
thyroid gland	thyroid_gland-ENCODE	ENCODE		/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ThyroidGland-ENCFF033TLP.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ThyroidGland-ENCFF059UER.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ThyroidGland-ENCFF579WLS.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ThyroidGland-ENCFF966SFV.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ENCFF163IBV.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ENCFF424LMQ.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ENCFF488IPX.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ENCFF657EXB.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/thyroid_gland-ENCODE/ENCFF684USK.tagAlign.gz	ATAC	average	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thyroid_gland-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thyroid_gland-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thyroid_gland-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/thyroid_gland-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
transverse colon	transverse_colon-ENCODE	ENCODE		/oak/stanford/groups/engreitz/ABC_inputs/transverse_colon-ENCODE/ColonTransverse-ENCFF312UDS.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/transverse_colon-ENCODE/ColonTransverse-ENCFF574UTU.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/transverse_colon-ENCODE/ColonTransverse-ENCFF956PUF.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/transverse_colon-ENCODE/ColonTransverse-ENCFF974WES.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/transverse_colon-ENCODE/ENCFF668VJS.tagAlign.gz	ATAC	average	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/transverse_colon-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/transverse_colon-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/transverse_colon-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/transverse_colon-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
trophoblast cell	trophoblast_cell-ENCODE	ENCODE	/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF079NJB.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF254EEM.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF274NMJ.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF306NVY.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF371PZW.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF553SLA.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF572KHW.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF983HYM.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/	/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF039ZOY.tagAlign.gz,/oak/stanford/groups/engreitz/ABC_inputs/trophoblast_cell-ENCODE/ENCFF794OWI.tagAlign.gz	DHS	average	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/trophoblast_cell-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/trophoblast_cell-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/trophoblast_cell-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/trophoblast_cell-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
U937	U937-Engreitz	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/U937-Engreitz/U937_ctrl_1-Tag-30.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/U937-Engreitz/U937_ctrl_2-Tag-30.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/U937-Engreitz/U937-ctrl-2.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/U937-Engreitz/U937-ctrl-1.sorted.unique_alignment.bam	ATAC	U937	/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S5-U937_ctrl1/symbol.tpm.txt,/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S6-U937_ctrl2/symbol.tpm.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937-Engreitz/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937-Engreitz/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937-Engreitz/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937-Engreitz/Predictions_AvgHiC//EnhancerPredictions.bedpe
U937 LPS 4hr	U937_LPS_4hr-Engreitz	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/U937_LPS_4hr-Engreitz/U937_stim_1-Tag-30.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/U937_LPS_4hr-Engreitz/U937_stim_2-Tag-30.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/U937_LPS_4hr-Engreitz/U937-stim-1.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/U937_LPS_4hr-Engreitz/U937-stim-2.sorted.unique_alignment.bam	ATAC	U937	/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S7-U937_stim1/symbol.tpm.txt,/seq/lincRNA/RAP/KO-RNASeq/170721_ImmuneRNASeq//aligned/S8-U937_stim2/symbol.tpm.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937_LPS_4hr-Engreitz/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937_LPS_4hr-Engreitz/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937_LPS_4hr-Engreitz/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/U937_LPS_4hr-Engreitz/Predictions_AvgHiC//EnhancerPredictions.bedpe
uterus	uterus-ENCODE	ENCODE	/oak/stanford/groups/engreitz/ABC_inputs/uterus-ENCODE/ENCFF345ZWT.tagAlign.gz	/oak/stanford/groups/engreitz/ABC_inputs/uterus-ENCODE/	/oak/stanford/groups/engreitz/ABC_inputs/uterus-ENCODE/ENCFF273NZY.tagAlign.gz	DHS	average	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/uterus-ENCODE/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/uterus-ENCODE/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/uterus-ENCODE/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/uterus-ENCODE/Predictions_AvgHiC//EnhancerPredictions.bedpe
white adipose	white_adipose-Loft2014	Loft2014	/oak/stanford/groups/engreitz/ABC_inputs/white_adipose-Loft2014/DHS-hMADS-white.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/white_adipose-Loft2014/	/oak/stanford/groups/engreitz/ABC_inputs/white_adipose-Loft2014/H3K27ac-hMADS-white.sorted.unique_alignment.bam	DHS	average	/seq/lincRNA/RAP/External/Loft2014-Adipocyte//RNA/RNASeq-hMADS-white/symbol.tpm.txt	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/white_adipose-Loft2014/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/white_adipose-Loft2014/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/white_adipose-Loft2014/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/white_adipose-Loft2014/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP_pmaLPS_ATAC_0h	THP_pmaLPS_ATAC_0h	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_0h/THP_pmaLPS_ATAC_1_0h.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_0h/THP_pmaLPS_ATAC_2_0h.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_0h/THP1pmaLPS_K27ac_1_0h.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_0h/THP1pmaLPS_K27ac_2_0h.sorted.unique_alignment.bam	ATAC	THP1	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_0h/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_0h/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_0h/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_0h/Predictions_AvgHiC//EnhancerPredictions.bedpe
THP_pmaLPS_ATAC_1h	THP_pmaLPS_ATAC_1h	ThisStudy		/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_1h/THP_pmaLPS_ATAC_4_1h.sorted.unique_alignment.bam	/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_1h/THP1pmaLPS_K27ac_3_1h.sorted.unique_alignment.bam,/oak/stanford/groups/engreitz/ABC_inputs/THP_pmaLPS_ATAC_1h/THP1pmaLPS_K27ac_4_1h.sorted.unique_alignment.bam	ATAC	THP1	NA	hg19	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_1h/Predictions_AvgHiC/EnhancerPredictionsFull.txt	NA	NA	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_1h/Neighborhoods/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_1h/Predictions_AvgHiC/	/oak/stanford/groups/engreitz/Projects/ABC/191216_ABC/ABC_out/THP_pmaLPS_ATAC_1h/Predictions_AvgHiC//EnhancerPredictions.bedpe
